A:LS:LC,A:LS:MC,A:MS:MC,A:HS:MC,A:LS:HC,A:HS:HC,A:MS:HC,A:MS:LC,A:HS:LC
86.05,171.05,171.315,154.385,338.385,362.5,330.03,69.58,73.625
86.16,171.49,172.025,158.91,342.13,351.55,330.855,68.705,73.525
86.01,169.56,172.94,154.795,341.335,352.215,333.13,69.045,71.96
86.245,169.24,174.415,154.73,337.65,364,328.39,69.835,72.96
84.595,166.195,174.63,154.445,337.05,365.095,332.26,67.665,71.7
85.79,172.165,172.27,156.17,335.03,357.535,326.985,68.855,72
87.13,167.705,172.24,157.195,335.95,359.725,325.56,68.39,72.81
85.92,171.45,172.805,157.44,334.115,359.15,331.535,69.12,73.505
86.715,172.07,173.575,155.275,337.2,361.005,323.92,69.165,71.98
85.66,172.28,174.605,155.535,334.71,358.675,329.555,69.72,72.845
86.88,172.69,171.885,154.56,340.72,364.47,325.865,69.77,73.505
86.415,168.01,170.925,156.78,330.285,354.2,326.48,69.685,74.765
85.445,169.855,173.88,156.585,343.355,367.845,327.38,69.74,74.495
87.06,167.655,172.285,152.42,330.53,357.685,330.13,67.67,72.145
86.48,175.335,172.47,155.05,345.775,354.355,330.325,69.03,73.77
86.28,173.745,171.19,158.06,329.72,357.865,322.015,68.25,72.225
87.225,173.16,173.155,156.26,340.72,361.955,326.55,69.155,74.7
86.645,171.69,171.78,157.26,339.86,359.24,329.465,69.715,73.345
87.65,169.89,175.625,157.665,343.855,355.65,330.565,68.8,72.92
85.595,172.245,175,156.915,343.04,361.235,325.9,70.13,70.795
85.65,168.28,173.03,154.955,341.58,359.51,330.87,69.59,73.625
85.525,170.205,173.335,157.395,337.82,359.61,327.025,69.055,72.24
86.435,172.195,173.17,155.82,331.64,357.95,331.09,70.145,73.06
86.095,171.395,174.83,156.1,333.475,359.42,326.495,69.24,73.385
84.87,173.025,171.42,158.47,335.735,363.89,326.315,68.775,73.67
84.725,172.76,173.99,155.455,335.7,362.165,328.64,69.585,70.155
86.295,171.01,171.44,157.355,333.795,360.05,330.445,70.92,72.025
86.135,176.52,172.265,156.245,336.705,363.885,321.425,68.85,72.185
88.14,170.51,172,156.89,335.525,357.38,329.47,68.01,72.35
87.15,174.34,171.355,153.15,331.84,348.275,324.92,68.145,72.875
85.175,172.925,173.57,153.59,332.025,355.54,323.975,69.27,71.57
85.335,173.445,172.325,159.925,335.17,356.52,325.735,70.15,72.39
85.59,172.49,173.96,157.115,335.42,359.17,324.175,69.32,73.38
85.8,170.875,172.81,153.06,335.935,361.12,324.86,69.385,73.725
87.38,172.325,174.41,159.34,337.58,360.24,328.08,69.385,71.975
87.265,171.03,172.125,155.82,330.875,355.445,328.84,68.665,73.05
87.795,173.26,171.88,154.23,333.115,354.32,328.3,70.23,73.85
86.78,173.28,173.43,152.055,338.125,356.38,323.545,68.09,73.02
86.605,172.43,172.46,154.74,338.315,358.155,323.19,70.135,73.3
86.99,170.305,172.035,151.965,337.575,357.245,319.37,68.71,73.895
86.38,170.955,173.275,153.545,342.045,351.105,329.36,68.27,71.915
87.04,170.575,172.75,155.12,332.01,351.045,322.765,68.16,72.05
85.56,174.155,172.525,155.87,336.495,360.765,328.44,69.735,72.135
86.245,174.61,173.48,156.38,346.72,354.135,326.31,69.515,74.565
85.595,171.135,172.77,155.035,337.175,355.82,331.935,68.97,74.55
85.995,171.67,172.74,155.33,338.21,349.765,334.53,69.105,73.185
86.625,174.745,171.81,155.2,345.815,353.58,329.94,70.225,71.925
88.555,171.27,174.46,152.655,336.465,354.29,330.71,70.33,72.045
86.945,173.75,173.125,154.65,340.58,345.67,323.285,69.3,71.385
85.86,170.935,172.585,152.265,339.99,355.62,325.895,69.22,72.77
88.115,174.375,172.89,155.535,340.81,358.2,328.435,69.84,73.29
85.105,173.205,170.915,152.045,341.19,358.66,327.25,69.59,73.27
86.735,174.48,172.49,153.935,341.96,360.265,326.63,69.265,73.145
86.795,173.675,172.135,153.6,345.34,355.835,328.79,69.945,71.405
85.545,171.245,171.195,156.035,343.59,358.805,325.46,68.745,72.995
86.3,172.275,170.355,155.095,341.1,359.02,322.66,69.63,72.78
86.81,170.46,171.525,155.275,344.325,361.545,326.505,69.495,71.82
87.95,173.96,172.755,155.14,340.645,359.055,333.705,69.57,72.25
87.755,172.025,168.295,154.375,332.255,357.975,326.535,69.15,72.855
87.4,172.2,172.845,155.935,338.425,358.215,325.915,68.44,72.81
85.72,173.07,174.01,154.725,345.2,362.015,325.97,70.3,72.345
86.57,168.835,169.98,154.75,336.82,360.34,328.355,68.655,73.275
87.815,170.49,172.26,158.385,338.97,360.79,324.545,69.205,71.98
87.875,174.21,171.41,155.63,336.47,356.53,321.765,68.445,72.6
87.265,174.05,175.475,156.44,342.82,356.715,327.11,69.275,71.75
85.965,169.995,171.945,158.035,346.735,359.605,324.22,70.085,74.445
85.865,170.38,171.45,153.415,342.395,355.48,326.55,69.655,72.79
86.73,176.125,171.76,154.755,337.145,356.04,328.3,69.695,72.48
87.455,173.41,172.295,158.255,344.37,355.22,328.29,70.055,71.605
86.8,172.635,171.85,153.6,339.665,357.71,329.15,69.26,70.79
87.13,169.935,169.525,155.765,342.355,360.46,325.575,69.915,72.725
86.695,176.66,172.965,153.155,340.215,356.645,326.785,68.245,71.885
87.18,172.595,171.065,155.605,337.565,347.925,328.89,69.195,71.135
86.72,172.175,171.62,156.84,343.6,356.975,325.365,69.495,72.965
84.695,175.13,171.69,154.09,345.32,360.99,322.81,69.165,73.095
86.65,172.155,173.6,153.985,348.26,354.96,328.755,69.76,73.25
87.74,170.135,171.645,154.92,338.545,353.03,326.535,68.755,72.44
85.59,173.175,170.155,153.035,340.505,359.49,326.505,69.55,73.105
86.425,172.935,170.79,152.77,336,358.4,328.165,68.76,72.58
85.985,171.71,169.18,154.98,345.945,357.905,327.615,69.06,73.32
87.205,172.925,169.9,151.395,343.295,358.855,331.75,69.37,74.4
87.805,170.205,170.61,154.815,335.95,352.8,328.005,68.345,71.59
86.72,171.145,170.72,153.66,340.525,356.475,328,68.465,72.62
85.89,174.91,172.505,155.335,339.955,359.08,327.5,69.06,71.965
86.68,169.69,169.305,155.33,341.37,355.375,322.05,69.505,71.36
86.91,172.365,171.725,155.83,331.88,358.96,328.75,69.49,71.56
86.77,171.605,173.415,156.065,335.88,361.32,326.285,70.45,72.62
87.16,172.17,169.185,152.36,339.805,357.12,332.275,71.685,71.85
86.65,170.265,171.175,156.12,332.615,359.925,327.26,68.975,72.09
86.975,173.605,171.8,156.32,340.32,356.02,325.645,68.72,71.42
87.89,171.815,172.86,154.495,343.375,362.98,324.42,68.88,73.27
86.39,171.125,171.875,155.07,337.075,355.4,329.295,70.3,72.735
86.99,174.13,173.155,156.745,339.365,355.065,332.52,69.675,71.515
86.755,170.465,171.6,155.865,342.33,354.56,328.81,69.99,72.655
86.485,173.755,172.08,153.8,339.155,355.68,325.135,68.925,72.435
90.12,175.045,171.75,155.225,343.015,363.24,327.38,69.99,74.265
87.525,173.925,169.695,151.38,345.375,360.765,326.08,69.91,71.58
86.69,171.025,170.77,154.05,340.595,352.57,320.52,69.335,71.795
86.855,172.215,170.125,157.5,343.41,356.81,323.34,69.18,72.43
87.7,174.38,174.445,154.57,339.87,356.765,329.15,69.545,72.295
87.815,167.755,173.61,154.4,338.345,359.91,329.89,68.06,74.11
87.38,170.845,170.825,155.185,343.095,357.44,323.68,69.13,71.41
86.635,171.515,172.04,156.43,340.375,350.975,326.905,70.505,70.55
86.55,171.24,169.93,153.945,346.99,355.66,324.82,68.785,72.74
88.03,172.785,171.94,156.98,345.85,356.74,320.445,69.96,73.585
86.24,173.445,172.455,158.03,352.89,362.265,323.885,68.15,72.48
87.55,170.505,171.035,154.15,347.84,358.765,319.74,69.37,72.82
86.045,168.9,171.46,154.64,345.74,358.5,322.04,68.79,73.19
86.03,175.765,172.07,156.46,335.425,354.315,325.225,70.245,72.535
86.82,168.7,168.985,160.865,337.285,356.48,329.885,68.545,72.055
87.94,172.175,170.385,153.91,340.005,356.29,327.24,69.145,71.215
87.555,171.54,171.82,152.64,337.835,357.85,330.02,69.445,71.565
85.925,170.68,170.675,156.37,343.02,354.58,323.38,69.73,71.895
87.01,177.39,169.66,155.79,338.925,354.075,328.385,68.52,72.495
87.31,172.28,171.48,154.175,338.235,359.13,334.77,68.36,72.51
88.325,170.855,172.035,152.955,338.76,351.325,326.985,68.21,71.565
87.875,175.07,168.67,152.905,347.98,354.115,322.065,70.66,73.465
86.795,172.85,171.86,153.51,341.01,356.215,331.43,69.97,73.21
87.22,174.565,169.535,154.34,336.865,356.88,327.75,70.98,71.81
86.2,173.375,169.9,154.49,338.75,353.825,327.355,69.915,72.715
86.415,172.605,169.695,155.88,347.84,352.01,327.28,69.915,71.145
87.465,170.14,170.61,152.105,341.885,356.69,323.47,68.435,73.87
86.18,173.18,170.47,154.22,345.405,353.84,318.21,69.635,73.5
86.11,171.91,172.155,154.145,342,355.82,328.135,69.5,72.195
88.19,172.27,171.56,154.925,345.47,359.505,326.76,68.61,71.685
85.715,170.735,170.625,156.255,343.17,350.19,325.76,68.985,72.325
89.175,171.335,169.535,154.845,338.465,352.91,325.7,69.16,71.015
87.015,173.675,171.14,154.785,338.1,357.87,330.515,69.02,72.025
87.89,171.67,170.635,156.67,341.65,355.995,323.975,69.775,72.285
87.535,173.53,170.37,155.255,342.075,356.83,324.38,67.905,73.105
86.685,176.085,169.835,155.985,340.42,357.92,331.455,67.66,73.365
87.34,175.865,170.37,154.8,342.36,350.89,324.435,69.965,71.725
86.88,172.395,173.59,153.31,338.09,354.585,325.05,70.535,72.65
86.545,173.775,171.865,154.1,341.765,350.045,330.44,68.86,72.825
86.42,172.57,170.745,154.245,333.155,356.44,326.005,69.72,71.475
86.34,172.295,170.11,154.615,344.735,349.325,327.45,70.05,72.765
87.575,173.61,170.44,154.95,339.965,353.155,328.255,68.795,72.28
87.625,174.78,170.59,152.81,335.435,353.3,323.165,70.48,72.36
87.735,173.195,168.745,154.645,344.655,355.025,331.98,70.215,72.02
85.35,172.935,170.725,154.095,344.965,350.255,335.01,69.62,73.52
85.275,175.94,171.315,156.19,342.305,353.26,323.555,68.8,73.125
85.955,169.935,169.52,152.555,350.605,359.34,331.695,67.75,73.13
88.63,175.505,169.89,153.17,340.685,349.265,329.23,70.045,71.85
87.72,171.31,169.66,154.05,334.985,352.28,323.695,69.905,71.39
87.835,170.765,169.005,153.56,344.855,354.165,325.855,68.03,74.235
87.05,173.525,170.105,155.2,338.025,356.85,322.83,69.475,72.695
87.48,171.44,171.56,151.055,343.075,354.075,328.075,69.23,74.19
87.2,174.26,171.54,153.35,332.965,352.175,325.06,68.655,73.94
87.03,167.615,173.5,154.91,339.735,350.385,329.38,68.86,72.175
86.96,171.255,172.605,154.68,332.34,351.76,331.705,69.085,71.115
87.345,175.66,171.185,157.16,337.995,358.22,328.865,68.17,71.56
87.4,175.41,170.46,153.78,342.72,354.555,329.415,69.32,72.43
88.18,176.505,169.955,153.94,340.825,349.84,323.73,69.11,71.15
86.595,172.75,170.58,150.055,336.77,357.03,321.285,70.71,71.885
87.34,173.605,172.51,154.485,343.905,355.095,330.845,68.92,71.875
86.79,172.95,171.005,156.105,337.92,351.29,328.64,68.745,69.825
86.07,169.89,170.615,152.235,337.79,360.63,328.005,69.08,72.115
86.805,174.26,168.875,154.47,336.545,358.805,324.945,69.6,72.075
86.315,172.27,170.34,153.825,342.635,352.52,327.84,69.45,72.675
86.75,169.985,166.41,151.04,342.525,351.365,327.785,68.225,72.915
85.15,170.215,168.9,153.3,339.75,354.79,322.3,69.45,70.89
87.05,172.95,170.58,155.66,342.605,357.415,324.35,69.01,72.885
86.28,171.77,171.43,154.33,343.65,357.775,330.75,69.425,72.42
86.92,171.675,170.73,151.54,335.83,354.77,327.94,69.045,71.725
86.195,167.335,168.22,153.365,339,352.38,317.425,69.41,71.87
87.37,170.505,167.46,154.39,336.645,354.88,321.37,69.19,70.495
87.395,172.63,167.855,154.705,345.17,353.585,320.395,69.57,72.015
85.07,173.445,167.585,153.585,338.445,353.465,323.63,70.03,72.17
86.67,169.3,168.295,153.48,335.075,355.6,325.235,69.095,72.265
88.505,170.91,168.685,152.475,330.29,353.025,324.58,68.2,72.97
87.37,170.3,169.555,153.45,338.315,350.965,322.48,69.32,71.885
86.02,169.57,170.64,154.26,343.17,359.425,324.255,69.535,72.455
86.82,171.53,167.92,150.91,341.085,353.765,326.135,69.6,70.885
86.1,174.86,167.4,157.06,341.53,354.42,324.035,69.8,72.18
86.665,172.445,169.01,154.38,339.48,355.385,325.79,69.495,71.94
86.945,172.615,170.025,153.475,339.78,355.695,330.365,68.475,72
87.08,171.35,170.915,153.025,341.325,351.82,324.94,70.045,72.145
85.445,174.47,169.71,151.175,335.2,359.895,329.84,68.9,71.87
86.86,171.16,168.84,155.29,338.445,354.36,330.145,69.47,71.515
85.545,173.93,168.705,152.835,343.325,357.84,323.975,70.98,72.405
87.205,172.185,168.855,150.82,340.705,351.58,327.395,69.775,72.455
87.485,170.18,168.63,150.38,340.135,349.665,327.385,69.685,71.635
86.185,169.495,167.265,154.1,342.49,356.04,327.05,68.825,70.33
86.715,170.745,170.225,154.8,337.36,354.07,329.22,69.005,72.2
86.11,169.21,167.655,154.96,341.465,359.81,325.88,67.805,72.775
86.03,170.245,168.565,152.69,341.785,360.19,332.325,68.695,72.46
86.245,171.665,168.755,151.29,337.55,355.605,324.085,69.14,69.495
84.765,170.385,170.27,157.615,342.755,358,324.365,68.27,72.22
85.3,171.845,170.49,157.615,334.49,353.71,323.835,69.455,71.455
85.605,170.95,170.02,154.71,339.12,358.84,318.27,68.385,72.13
86.455,168.575,169.15,154.665,339.435,350.695,324.61,68.905,72.77
88.21,170.395,169.085,151.955,338.47,354.705,325.615,69.265,72.25
85.155,173.08,169.785,154.325,336.22,351.36,322.91,68.795,72.81
86.785,171.17,168.175,153.675,334.13,355.65,330.87,67.93,69.67
86.455,173.27,169.025,152.85,338.11,349.78,320.19,69.12,71.03
84.97,170.03,169.215,151.59,331.97,354.265,323.27,68.84,70.74
85.465,170.31,167.26,153.44,338.23,349.255,318.835,68.325,72.38
85.54,168.98,168.115,151.315,338.615,356.44,318.205,68,72.245
85.38,173.995,168.835,152.08,341.605,355.405,324.655,68.51,72.95
85.46,169.31,168.425,151.405,332.29,358.81,325.96,69.125,72.085
86.215,173.6,169.82,153.525,340,358.6,328.36,69.05,71.68
86.23,168.905,170.855,151.315,338.165,359.805,320.52,68.475,71.915
86.15,172.05,166.795,152.56,340.665,358.435,326.755,68.83,71.98
84.64,170.935,167.925,152.045,334.615,355.73,323.15,68.745,71.805
85.13,169.58,168.85,153.46,337.08,352.94,318.425,68.825,71.55
85.71,169.215,169.205,149.93,336.27,349.025,322.66,69.47,70.59
85.745,171.38,167.97,153.045,336.82,353.545,328.87,68.44,71.82
86.515,171.14,169.345,154.12,336.725,353.315,328.75,67.565,71.535
87.995,171.415,167.635,150.205,335.895,355.61,326.315,69.025,71.925
86.205,171.265,168.91,152.065,341.74,356.91,328.465,69.51,71.335
86.245,174.625,167.665,153.74,335.4,358.75,323.8,68.66,71.545
84.745,169.405,166.89,152.275,336.965,352.08,321.145,68.245,72.465
84.845,170.75,167.545,151.38,342.265,351.51,324.66,70.33,70.705
85.36,171.545,168.05,153.51,339.155,351.945,323.77,69.1,72.23
85.405,168.03,169.47,154.43,339.575,353.7,321.185,67.98,71.065
85.505,172.12,167.1,151.945,331.96,355.515,331.015,68.855,70.625
85.815,170.955,166.4,150.94,339.195,352.96,323.12,67.87,70.86
86.795,171.01,166.67,152.91,341.065,351.25,321.12,68.23,71.19
85.675,170.21,169.56,155.165,342.39,357.63,324.935,69.9,71.625
86.505,170.185,167.6,153.695,344.005,360.04,321.575,69.665,72
86.94,167.24,169.105,156.055,339.91,354.455,329.905,68.31,71.565
86.025,170.095,166.65,152.18,340.69,353.01,318.035,69.355,71.925
86.2,170.03,167.295,152.405,335.96,354.88,326.01,68.39,72.375
84.7,171.58,166.09,153.15,332.77,353.9,318.41,69.04,72.215
86.15,169.14,170.21,154.24,339.205,351.89,321.01,67.82,72.095
85.205,173.21,167.09,154.43,338.06,358.225,324.16,68.44,70.86
84.755,168.495,170.49,153.93,338.285,352.045,319.4,68.43,71.53
86.62,171.455,169.265,150.155,346.43,349.92,333.345,69.025,70.945
86.545,168.805,166.87,151.235,341.07,354.22,322.775,68.775,72.91
86.215,167.91,165.675,153.275,337.16,356.13,327.95,68.705,73.63
86.195,169.71,166.915,152.155,334.425,351.47,327.21,68.55,70.12
86.21,167.64,167.715,152.36,339.35,356.55,323.735,69.34,72.92
85.36,169.805,166.315,151.175,341.66,354.905,325.635,69.99,72.68
84.495,169.4,166.41,150.47,333.815,355.36,325.39,69.05,70.9
85.85,169.84,166.975,152.795,331.955,358.315,327.095,68.185,71.395
86.705,171.15,168.81,152.265,340.43,353.87,322.165,68.635,73.03
85.475,171.16,168.565,153.715,344.45,355.97,320.86,67.86,71.27
86.565,168.425,168.895,151.335,339.51,356.205,323.32,68.83,73.005
85.265,173.48,167.405,154.37,337.335,354.885,322.275,67.925,70.32
85.89,170.965,167.62,151.935,343.305,352.4,321.56,69.895,72.23
86.57,173.72,165.08,153.885,335.9,358.435,324.13,68.97,71.77
86.71,169.315,166.84,154.43,331.31,353.31,324.69,69.565,71.52
85.925,170.995,167.42,153.32,339.54,352.86,329,68.82,71.075
86.27,169.585,166.155,153.95,338.47,356.41,325.815,69.03,70.715
85.98,169,162.82,151.555,334.815,347.755,325.055,69.18,73.04
85.885,169.425,166.32,152.45,336.495,358.57,321.995,68.95,71.09
85.42,170.66,165.645,150.84,333.185,352.05,323.25,68.5,71.27
85.265,170.525,167.6,153.21,334.37,354.88,320.755,68.7,72.76
84.86,171.735,169.055,152.12,342.135,359.43,324.71,68.285,71.815
86.46,170.39,168.015,151.835,342.445,352.06,322.22,68.97,70.51
85.785,170.88,168.5,154.25,341.17,348.295,320.19,69.205,71.035
85.83,171.48,166.605,154.005,336.565,356.55,322.82,68.89,71.26
85.7,171.49,168.285,151.155,336.08,354.075,322.93,70.015,72.48
86.61,169.735,165.245,151.09,340.12,355.015,324.84,67.835,71.74
85.045,170.205,165.045,151.84,338.64,351.805,323.045,68.115,70.83
85.55,166.55,167.99,153.195,332.255,350.695,320.71,70.325,72.895
85.155,168.425,166.835,154.09,332.82,347.395,320.25,69.32,71.69
84.48,170.215,165.205,154.055,335.865,355.62,328.34,68.895,72.26
85.33,171.975,166.255,157.225,339.655,347.09,322.53,68.95,71.395
85.03,169.715,168.645,153.645,332.625,356.16,321.6,68.97,71.675
83.765,169.24,166.94,149.695,332.755,349.47,319.875,67.785,71.565
85.11,164.51,168.655,149.86,329.435,358.885,327.585,69.015,71.475
87.53,169.385,165.18,152.025,334.515,351.29,322.935,69.625,71.175
85.415,171.15,167.38,150.59,338.535,349.545,327.715,67.59,70.115
85.675,170.275,167.485,148.27,340.92,350.175,327.52,68.87,71.705
85.825,165.12,166.36,152.325,339.195,350.37,318.975,68.4,70.39
86.005,170.86,167.45,152.935,341.115,353.43,322.88,68.63,72.77
85.52,170.24,167.085,151.48,335.72,347.405,323.18,68.735,70.8
85.865,172.05,167.975,153.095,338.68,353.455,327.59,68.675,71.51
84.61,170,168.065,148.51,339.675,355.28,327.415,69.015,72.725
86.19,168.615,166.03,151.895,335.105,357.67,322.67,68.57,71.25
86.015,170.89,165.58,150.395,335.365,353.875,328.835,68.885,70.85
85.69,167.125,167.46,149.99,339.195,356.59,328.32,69.145,72.36
86.48,172.155,167.985,154.5,332.215,355.52,328.36,70.095,73.365
85.93,169.725,163.79,151.225,336.76,351.47,320.58,67.98,71.015
84.105,166.71,167.775,150.28,336.67,352.4,328.73,67.85,71.41
85.36,168.445,167.135,151.165,327.965,351.525,326.455,69.855,71.145
85.66,169.59,166.86,149.96,338.575,349.99,319.265,67.87,72.075
85.165,167.785,167.635,151.425,334.86,356.57,318.965,69.3,72.08
84.91,168.79,166.345,149.41,334.76,347.21,330.985,69.44,70.715
84.73,169.1,167.65,150.86,336.08,342.97,328.015,69.205,71.39